"epoch","hdb_early - _step","hdb_early - _step__MIN","hdb_early - _step__MAX","hdb_early - backbone_lr","hdb_early - backbone_lr__MIN","hdb_early - backbone_lr__MAX","hdb_early - transformer_lr","hdb_early - transformer_lr__MIN","hdb_early - transformer_lr__MAX","hdb_early - mIoU","hdb_early - mIoU__MIN","hdb_early - mIoU__MAX","hdb_early - loss_growsp","hdb_early - loss_growsp__MIN","hdb_early - loss_growsp__MAX","hdb_early - loss_tarl","hdb_early - loss_tarl__MIN","hdb_early - loss_tarl__MAX","hdb_early - train_loss","hdb_early - train_loss__MIN","hdb_early - train_loss__MAX"
"76","3639.830508474576","3615","3662","0.002729708679677106","0.0026306861650082568","0.0028263093519538753","0.000054408652058243946","0.00005261372330016513","0.000056182533817639145","","","","391.130389213562","391.130389213562","391.130389213562","73.34738087654114","73.34738087654114","73.34738087654114","427.8040796518326","427.8040796518326","427.8040796518326"
"77","3685.4313725490197","3663","3710","0.002545320400755338","0.0024478402078437368","0.0026264828972335603","0.0000506462036514377","0.000048792672997873436","0.00005244563587382997","","","","390.85539150238037","390.85539150238037","390.85539150238037","72.27274894714355","72.27274894714355","72.27274894714355","426.99176597595215","426.99176597595215","426.99176597595215"
"78","3734.7291666666665","3712","3758","0.002344380559382461","0.002245546110679117","0.0024273413318467137","0.00004676459607851339","0.000044990639679410734","0.000048464971582903285","","","","391.22518825531006","391.22518825531006","391.22518825531006","72.14519572257996","72.14519572257996","72.14519572257996","427.29778611660004","427.29778611660004","427.29778611660004"
"79","3782.521739130435","3759","3806","0.002163561479064338","0.002061105494242681","0.002241562748965155","0.00004293234582571659","0.000041222109884853616","0.0000448312549793031","","","","390.6155071258545","390.6155071258545","390.6155071258545","71.39848101139069","71.39848101139069","71.39848101139069","426.31474763154984","426.31474763154984","426.31474763154984"
"80","3833.6862745098038","3807","3855","0.0019684328387863615","0.0018863176870024046","0.002053385655770702","0.00003912047256599227","0.0000376516692100474","0.00004114488466738981","10.359072678078007","10.359072678078007","10.359072678078007","390.8318758010864","390.8318758010864","390.8318758010864","71.0184954404831","71.0184954404831","71.0184954404831","426.341123521328","426.341123521328","426.341123521328"
"81","3880.403846153846","3857","3904","0.001804849171935783","0.0017211394911326502","0.0018639550340073042","0.00003584338186602495","0.00003427873042427976","0.00003757704153070968","","","","399.485951423645","399.485951423645","399.485951423645","73.16113436222076","73.16113436222076","73.16113436222076","436.0665186047554","436.0665186047554","436.0665186047554"
"82","3927.096153846154","3905","3952","0.0016320090692286764","0.0015481730902312178","0.0017067455365261009","0.00003271220565471182","0.000031032575031963","0.00003413491073052202","","","","397.8431749343872","397.8431749343872","397.8431749343872","73.55779337882996","73.55779337882996","73.55779337882996","434.6220716238022","434.6220716238022","434.6220716238022"
"83","3976.851063829787","3953","4000","0.0014601403400913157","0.0013860601367603194","0.00154127121300853","0.00002938649491348002","0.000027853311891784235","0.00003075650006892052","","","","397.06750869750977","397.06750869750977","397.06750869750977","71.44049441814423","71.44049441814423","71.44049441814423","432.7877559065819","432.7877559065819","432.7877559065819"
"84","4023.653846153846","4001","4048","0.001304489816739362","0.0012346777314112658","0.0013761766720653988","0.00002641283097025044","0.00002481934338553118","0.000027655246984971543","","","","396.5839309692383","396.5839309692383","396.5839309692383","70.51830577850342","70.51830577850342","70.51830577850342","431.84308385849","431.84308385849","431.84308385849"
"85","4072.7380952380954","4049","4096","0.0011606496176943036","0.0010908782242895004","0.001231538161003079","0.000023337089127366454","0.000021936779522006994","0.000024568040535250533","","","","396.20372200012207","396.20372200012207","396.20372200012207","70.42471981048584","70.42471981048584","70.42471981048584","431.416081905365","431.416081905365","431.416081905365"
"86","4123.489361702128","4099","4144","0.0010138504543159986","0.0009549512084651508","0.0010789995154324346","0.000020310290374434598","0.000019099024169303015","0.00002163927673051023","","","","395.9549741744995","395.9549741744995","395.9549741744995","70.0365059375763","70.0365059375763","70.0365059375763","430.97322714328766","430.97322714328766","430.97322714328766"
"87","4167.347826086957","4146","4192","0.0008956494290870455","0.0008324384761826538","0.0009493459003240826","0.00001790414587361395","0.000016543408457171224","0.00001898691800648165","","","","395.81060791015625","395.81060791015625","395.81060791015625","69.42253386974335","69.42253386974335","69.42253386974335","430.5218748450279","430.5218748450279","430.5218748450279"
"88","4217.173913043478","4193","4240","0.0007649470165293794","0.0007102439631673132","0.0008245421023123234","0.000015378851800049794","0.000014204879263346265","0.000016490842046246467","","","","395.7869644165039","395.7869644165039","395.7869644165039","69.33703291416168","69.33703291416168","69.33703291416168","430.45548087358475","430.45548087358475","430.45548087358475"
"89","4265.558139534884","4241","4288","0.0006583710848341729","0.0006038653788595904","0.0006980293117308894","0.000012891311248777173","0.00001198648832192245","0.000014106927049864402","","","","395.33053493499756","395.33053493499756","395.33053493499756","68.95861148834229","68.95861148834229","68.95861148834229","429.8098406791687","429.8098406791687","429.8098406791687"
"90","4313.882352941177","4289","4337","0.0005469638216501109","0.0004972672842747749","0.0005947995038537341","0.00001084311513665936","0.000009903873597305257","0.000011895990077074684","13.423261051428945","13.423261051428945","13.423261051428945","395.5166997909546","395.5166997909546","395.5166997909546","68.68304312229156","68.68304312229156","68.68304312229156","429.8582213521004","429.8582213521004","429.8582213521004"
"91","4365.431818181818","4343","4386","0.0004449820439565405","0.0004061608570490857","0.0004848873091927089","0.000008820690738681515","0.000008085561943694558","0.000009493677255118901","","","","395.67439556121826","395.67439556121826","395.67439556121826","72.29723513126373","72.29723513126373","72.29723513126373","431.8230131268501","431.8230131268501","431.8230131268501"
"92","4411.163265306122","4387","4434","0.0003625880026503804","0.0003239164239714243","0.00040052515060240917","0.0000071184809170938","0.000006444562813525468","0.000008010503012048184","","","","393.2791872024536","393.2791872024536","393.2791872024536","71.59425127506256","71.59425127506256","71.59425127506256","429.0763128399849","429.0763128399849","429.0763128399849"
"93","4459.78431372549","4435","4482","0.0002782200885475682","0.00024623398982232344","0.0003171888886834765","0.000005617739718852482","0.000004924679796446469","0.000006343777773669531","","","","392.5464448928833","392.5464448928833","392.5464448928833","71.84342932701111","71.84342932701111","71.84342932701111","428.46815955638885","428.46815955638885","428.46815955638885"
"94","4507.320754716981","4484","4530","0.0002119852094285768","0.00018022497577794772","0.0002403498101153092","0.000004202813960986221","0.0000036554823306760005","0.000004836286969194517","","","","392.53429222106934","392.53429222106934","392.53429222106934","71.57206356525421","71.57206356525421","71.57206356525421","428.32032400369644","428.32032400369644","428.32032400369644"
"95","4555.2040816326535","4531","4578","0.00015370290073410487","0.00012539993764912555","0.0001789569969800095","0.000002988293360126699","0.000002507998752982511","0.000003553868282232376","","","","392.25867080688477","392.25867080688477","392.25867080688477","71.24349355697632","71.24349355697632","71.24349355697632","427.8804175853729","427.8804175853729","427.8804175853729"
"96","4603.325","4579","4626","0.00010014566202901071","0.00008296944457819896","0.00012433974782910163","0.0000020755639678227806","0.0000016249297432520991","0.0000024446541268646223","","","","392.37823963165283","392.37823963165283","392.37823963165283","71.32823526859283","71.32823526859283","71.32823526859283","428.04235726594925","428.04235726594925","428.04235726594925"
"97","4653.127659574468","4627","4674","0.000060531271852620215","0.00004529101015556186","0.00007785439882219637","0.0000012050156737292713","9.186831468758456e-7","0.0000015908293967543737","","","","392.4301052093506","392.4301052093506","392.4301052093506","71.22200345993042","71.22200345993042","71.22200345993042","428.0411069393158","428.0411069393158","428.0411069393158"
"98","4700.727272727273","4677","4722","0.00003259338198771131","0.00002059869710931935","0.00004338867776719381","5.920518614063493e-7","4.0336899019369127e-7","8.677735553438761e-7","","","","392.0744800567627","392.0744800567627","392.0744800567627","71.50828278064728","71.50828278064728","71.50828278064728","427.82862144708633","427.82862144708633","427.82862144708633"
"99","4747.65306122449","4723","4770","0.000012072396268503278","0.000005291128704389154","0.000018904952553639394","2.1974892128902738e-7","1.0149294309515759e-7","3.9485485251543696e-7","","","","392.319109916687","392.319109916687","392.319109916687","71.12281739711761","71.12281739711761","71.12281739711761","427.8805186152458","427.8805186152458","427.8805186152458"
"100","4795.8125","4771","4819","0.000001900950240175977","4.2279534597280607e-8","0.000004862720083641152","2.810384261427484e-8","1.2103159780443931e-9","9.725440167282304e-8","10.985959127373514","10.985959127373514","10.985959127373514","392.37101650238037","392.37101650238037","392.37101650238037","70.83653521537781","70.83653521537781","70.83653521537781","427.7892841100693","427.7892841100693","427.7892841100693"
"101","4845.021739130435","4821","4868","0.00038250152792249255","4.2279534597280607e-8","0.0004017989640238747","0.00000763278156920116","8.455906919456121e-10","0.000008041174402775993","","","","396.9607400894165","396.9607400894165","396.9607400894165","48.100409507751465","48.100409507751465","48.100409507751465","421.01094484329224","421.01094484329224","421.01094484329224"
"102","4891.66037735849","4869","4916","0.00040469326476453725","0.0004021491958873368","0.0004084130154722726","0.000008094992800817374","0.000008042983917746745","0.000008164662291698871","","","","394.17565155029297","394.17565155029297","394.17565155029297","48.379118382930756","48.379118382930756","48.379118382930756","418.36521074175835","418.36521074175835","418.36521074175835"
"103","4942.066666666667","4917","4964","0.00041355887164862704","0.00040859485894811746","0.0004190581687394824","0.000008273088350748567","0.000008171897178962375","0.000008381163374789649","","","","393.7812490463257","393.7812490463257","393.7812490463257","47.7064551115036","47.7064551115036","47.7064551115036","417.6344766020775","417.6344766020775","417.6344766020775"
"104","4989.82","4966","5012","0.00042596413582009007","0.00041960620362684053","0.00043398464722392213","0.000008538367133876933","0.000008397662564043636","0.000008679692944478452","","","","393.3894157409668","393.3894157409668","393.3894157409668","47.46285164356232","47.46285164356232","47.46285164356232","417.12084156274796","417.12084156274796","417.12084156274796"
"105","5036.916666666667","5013","5060","0.00044324303611728767","0.0004347145967678514","0.00045272636559097294","0.000008851253496778135","0.000008686973119179954","0.00000902759515928025","","","","393.0916404724121","393.0916404724121","393.0916404724121","47.413565278053284","47.413565278053284","47.413565278053284","416.79842311143875","416.79842311143875","416.79842311143875"
"106","5084.980392156863","5061","5108","0.0004647531030400915","0.00045409029482161925","0.00047608133587638893","0.000009288418836348916","0.0000090726745485601","0.000009532485827025368","","","","393.18339443206787","393.18339443206787","393.18339443206787","47.22245168685913","47.22245168685913","47.22245168685913","416.79462027549744","416.79462027549744","416.79462027549744"
"107","5134.06","5109","5156","0.0004928679584626749","0.0004777159468837399","0.0005042992732659287","0.00000978271443333409","0.000009543383235213732","0.000010023095707084302","","","","393.0122480392456","393.0122480392456","393.0122480392456","47.16944628953934","47.16944628953934","47.16944628953934","416.5969711840153","416.5969711840153","416.5969711840153"
"108","5181.235294117647","5157","5204","0.0005199794764890224","0.0005049338830159216","0.0005354573571261304","0.000010404270275841007","0.000010098677660318455","0.000010723584942695679","","","","392.9961338043213","392.9961338043213","392.9961338043213","47.24360430240631","47.24360430240631","47.24360430240631","416.61793595552444","416.61793595552444","416.61793595552444"
"109","5230","5205","5252","0.0005575836776338231","0.0005376286992285796","0.0005722356644958636","0.000011044018307952877","0.000010738060558668233","0.000011396200234672075","","","","392.8590135574341","392.8590135574341","392.8590135574341","46.68489593267441","46.68489593267441","46.68489593267441","416.2014615237713","416.2014615237713","416.2014615237713"
"110","5280.177777777778","5255","5301","0.0005941049763944288","0.0005746782028025268","0.0006115379975729484","0.000011890438854538358","0.00001150992266085355","0.000012248724737784158","13.251273075673438","13.251273075673438","13.251273075673438","392.3141794204712","392.3141794204712","392.3141794204712","46.48141324520111","46.48141324520111","46.48141324520111","415.55488604307175","415.55488604307175","415.55488604307175"
"111","5329.09756097561","5303","5350","0.0006386996974568817","0.0006151421126223584","0.0006567449647711249","0.000012656687365858158","0.000012266726721591955","0.000013115194360821314","","","","398.54302978515625","398.54302978515625","398.54302978515625","49.04297423362732","49.04297423362732","49.04297423362732","423.0645169019699","423.0645169019699","423.0645169019699"
"112","5375.790697674419","5351","5398","0.0006828677287378615","0.0006616988190662129","0.0007040507978946231","0.00001358554410540892","0.000013154641068236557","0.000014102443395034577","","","","396.1486711502075","396.1486711502075","396.1486711502075","48.78846162557602","48.78846162557602","48.78846162557602","420.54290196299553","420.54290196299553","420.54290196299553"
"113","5423.816326530612","5399","5446","0.0007307936143241295","0.0007061953639065557","0.0007552132565037013","0.000014669446933897548","0.000014210127095804273","0.000015104265130074033","","","","395.7129726409912","395.7129726409912","395.7129726409912","48.027657866477966","48.027657866477966","48.027657866477966","419.7268015742302","419.7268015742302","419.7268015742302"
"114","5473.078431372549","5447","5494","0.0007897368049443232","0.0007586828687522803","0.0008126644520621302","0.000015734003694021176","0.000015173657375045646","0.000016278102393451705","","","","395.68986797332764","395.68986797332764","395.68986797332764","47.93640214204788","47.93640214204788","47.93640214204788","419.6580690443516","419.6580690443516","419.6580690443516"
"115","5520.603773584906","5495","5542","0.0008460786729945926","0.0008151475654783573","0.000874213449667597","0.000016922338920531202","0.000016327835779514832","0.000017484268993351963","","","","395.611629486084","395.611629486084","395.611629486084","47.534615218639374","47.534615218639374","47.534615218639374","419.37893709540367","419.37893709540367","419.37893709540367"
"116","5564.134615384615","5543","5590","0.0009029109160755595","0.0008768660836316212","0.0009369899938098843","0.00001801572290642893","0.000017510777800912504","0.00001876791028211449","","","","395.4705123901367","395.4705123901367","395.4705123901367","47.4844845533371","47.4844845533371","47.4844845533371","419.21275466680527","419.21275466680527","419.21275466680527"
"117","5619.046511627907","5592","5638","0.0009808892192710841","0.0009454490200368291","0.0010063938380582456","0.000019491758364703128","0.000018824234746029006","0.000020068466963640537","","","","395.51544761657715","395.51544761657715","395.51544761657715","47.28853100538254","47.28853100538254","47.28853100538254","419.1597131192684","419.1597131192684","419.1597131192684"
"118","5661.557692307692","5639","5686","0.0010439586366375393","0.0010093711285626243","0.001078147529142582","0.000020700642963968296","0.000020157632670668327","0.000021562950582851672","","","","395.1089849472046","395.1089849472046","395.1089849472046","46.96048879623413","46.96048879623413","46.96048879623413","418.58922934532166","418.58922934532166","418.58922934532166"
"119","5708.976190476191","5687","5734","0.0011064552090690788","0.0010797145397539332","0.001147029453546002","0.00002232088141036139","0.000021594290795078687","0.000023006152183492292","","","","394.8082666397095","394.8082666397095","394.8082666397095","47.01070433855057","47.01070433855057","47.01070433855057","418.31361880898476","418.31361880898476","418.31361880898476"
"120","5759.274509803921","5735","5783","0.0011896921663654694","0.001155237154543541","0.0012309411330803082","0.00002392013538206498","0.000023137672336988498","0.000024653213721855286","13.972112910649763","13.972112910649763","13.972112910649763","395.4189500808716","395.4189500808716","395.4189500808716","46.99880802631378","46.99880802631378","46.99880802631378","418.9183540940285","418.9183540940285","418.9183540940285"
"121","5807.92","5785","5832","0.0012728566623882538","0.0012343818475301117","0.0013116945930348733","0.000025408323808384635","0.00002468763695060225","0.000026269748030697973","","","","397.3790578842163","397.3790578842163","397.3790578842163","50.22836792469025","50.22836792469025","50.22836792469025","422.49324184656143","422.49324184656143","422.49324184656143"
"122","5856.520833333333","5833","5880","0.0013586835296302761","0.0013170777447767002","0.0014013816437939246","0.000027096501089332645","0.000026377505561257878","0.000028027632875878515","","","","396.42963886260986","396.42963886260986","396.42963886260986","49.17512035369873","49.17512035369873","49.17512035369873","421.01719903945923","421.01719903945923","421.01719903945923"
"123","5906.914893617021","5882","5928","0.0014448094344276805","0.0014069937061953752","0.001490883158125152","0.000029088326871029464","0.00002810242959937968","0.000029817663162503064","","","","395.55559062957764","395.55559062957764","395.55559062957764","48.973872423172","48.973872423172","48.973872423172","420.04252684116364","420.04252684116364","420.04252684116364"
"124","5952.428571428572","5929","5976","0.001536679996184387","0.0014928238221307566","0.0015816972046427454","0.00003069023395457954","0.000029934193164119264","0.00003159379391945823","","","","395.1759614944458","395.1759614944458","395.1759614944458","48.64397329092026","48.64397329092026","48.64397329092026","419.49794813990593","419.49794813990593","419.49794813990593"
"125","6000.88679245283","5979","6024","0.0016341598257148696","0.0015897419003716336","0.0016797675872581418","0.000032565881062994715","0.00003179483800743268","0.00003347081792954407","","","","395.7067041397095","395.7067041397095","395.7067041397095","48.54717290401459","48.54717290401459","48.54717290401459","419.98029059171677","419.98029059171677","419.98029059171677"
"126","6049.954545454545","6025","6072","0.0017370324542340357","0.001692259479373133","0.0017789813563772894","0.000034489338629031935","0.00003363692012590136","0.00003553676416312814","","","","395.78752422332764","395.78752422332764","395.78752422332764","48.574327528476715","48.574327528476715","48.574327528476715","420.074687987566","420.074687987566","420.074687987566"
"127","6096.057692307692","6073","6120","0.0018263533809238768","0.001781125891535642","0.00188125864182951","0.00003658599444745265","0.00003566543625524069","0.00003758102512899718","","","","395.4930419921875","395.4930419921875","395.4930419921875","47.78239285945892","47.78239285945892","47.78239285945892","419.38423842191696","419.38423842191696","419.38423842191696"
"128","6146.88","6121","6168","0.001941152205521789","0.0018878888672215124","0.0019842382086523516","0.000038719990041625165","0.00003766934745363465","0.00003963939733093411","","","","395.7133512496948","395.7133512496948","395.7133512496948","47.93469566106796","47.93469566106796","47.93469566106796","419.6806990802288","419.6806990802288","419.6806990802288"
"129","6193.963636363636","6169","6216","0.0020395563225122145","0.0019933246051002888","0.0020899762561257876","0.00004092660824879056","0.00003977557606224693","0.00004184609740056876","","","","395.25290870666504","395.25290870666504","395.25290870666504","47.586912631988525","47.586912631988525","47.586912631988525","419.0463650226593","419.0463650226593","419.0463650226593"
"130","6242.535714285715","6217","6265","0.002153336977357913","0.002096965876621993","0.0022055424824686167","0.00004305614293111407","0.000042032638306004224","0.00004406308934136078","11.912795305806931","11.912795305806931","11.912795305806931","395.09994983673096","395.09994983673096","395.09994983673096","47.45450538396835","47.45450538396835","47.45450538396835","418.82720252871513","418.82720252871513","418.82720252871513"
"131","6291.314285714286","6268","6314","0.002263046800040041","0.0022103221543087704","0.0023166877341469563","0.000045189123700183117","0.00004420644308617542","0.00004613846718754113","","","","392.04418420791626","392.04418420791626","392.04418420791626","47.699310064315796","47.699310064315796","47.699310064315796","415.89383924007416","415.89383924007416","415.89383924007416"
"132","6341.634146341464","6315","6362","0.002385156350656454","0.0023387258637881606","0.002432803002419078","0.000047639863827632515","0.00004643153878292538","0.00004860612582507397","","","","390.7769660949707","390.7769660949707","390.7769660949707","46.39123648405075","46.39123648405075","46.39123648405075","413.9725843369961","413.9725843369961","413.9725843369961"
"133","6390.021276595745","6363","6410","0.002501770164768111","0.002437799789339299","0.0025513962908606377","0.0000500607355301967","0.000048755995786786","0.00005107891403194161","","","","391.1989469528198","391.1989469528198","391.1989469528198","45.825022637844086","45.825022637844086","45.825022637844086","414.11145827174187","414.11145827174187","414.11145827174187"
"134","6434.754385964912","6412","6458","0.00261623052378089","0.002566708825904454","0.002674960104832244","0.00005224487355452512","0.000051180954805966504","0.000053499202096644904","","","","391.1144666671753","391.1144666671753","391.1144666671753","45.83785480260849","45.83785480260849","45.83785480260849","414.03339406847954","414.03339406847954","414.03339406847954"
"135","6481.822222222222","6459","6506","0.00273095766626249","0.0026775598339723126","0.002792945305710829","0.00005470278481327692","0.000053655247182295926","0.00005596471353933204","","","","389.9178566932678","389.9178566932678","389.9178566932678","45.388595163822174","45.388595163822174","45.388595163822174","412.6121542751789","412.6121542751789","412.6121542751789"
"136","6529.916666666667","6507","6554","0.002854929132953204","0.0028008823237031816","0.0029236620249365464","0.000057194822858717106","0.000056070598861634026","0.0000583656481218265","","","","390.4832773208618","390.4832773208618","390.4832773208618","44.6636039018631","44.6636039018631","44.6636039018631","412.81507927179337","412.81507927179337","412.81507927179337"
"137","6580.25","6558","6602","0.002987829262498894","0.0029344323282761526","0.0030483943690165684","0.00005983703410787544","0.000058688646565523063","0.00006091325561334389","","","","390.3557929992676","390.3557929992676","390.3557929992676","44.617709279060364","44.617709279060364","44.617709279060364","412.66464763879776","412.66464763879776","412.66464763879776"
"138","6627.153846153846","6603","6650","0.0031197865450894448","0.003059329434299111","0.00318051594662998","0.00006214825816913413","0.00006107720322993861","0.00006333326283075813","","","","389.96995544433594","389.96995544433594","389.96995544433594","44.596262991428375","44.596262991428375","44.596262991428375","412.2680869400501","412.2680869400501","412.2680869400501"
"139","6676.673076923077","6653","6698","0.0032542167043035073","0.0031916129346175673","0.0033060953491764094","0.00006497393258677078","0.0000637767492691618","0.00006606574841744493","","","","391.0945072174072","391.0945072174072","391.0945072174072","44.36600136756897","44.36600136756897","44.36600136756897","413.2775079011917","413.2775079011917","413.2775079011917"
"140","6722.274509803921","6699","6747","0.003379076852211824","0.0033145237364552082","0.0034446020269012015","0.00006740031667792043","0.00006629047472910419","0.00006883515640271714","13.733120846161299","13.733120846161299","13.733120846161299","390.38280963897705","390.38280963897705","390.38280963897705","43.894957542419434","43.894957542419434","43.894957542419434","412.33028841018677","412.33028841018677","412.33028841018677"
"141","6773","6750","6796","0.0035117633620375616","0.0034502925742805187","0.003576186097830037","0.00007022530773955968","0.0000690058514856104","0.00007158125003145017","","","","387.50478982925415","387.50478982925415","387.50478982925415","49.947277545928955","49.947277545928955","49.947277545928955","412.4784286022186","412.4784286022186","412.4784286022186"
"142","6820.568181818182","6798","6844","0.0036531727081793646","0.0035848172793555557","0.0037149745229960018","0.00007272967176992537","0.00007169634558711112","0.00007412516518310038","","","","387.3069100379944","387.3069100379944","387.3069100379944","49.14227521419525","49.14227521419525","49.14227521419525","411.878047645092","411.878047645092","411.878047645092"
"143","6868.9375","6845","6892","0.003780357608788987","0.0037207883777891342","0.003837556651469812","0.00007571358349116218","0.00007435762299909675","0.00007698566676924497","","","","385.92705249786377","385.92705249786377","385.92705249786377","47.193408370018005","47.193408370018005","47.193408370018005","409.5237566828728","409.5237566828728","409.5237566828728"
"144","6916.513513513513","6893","6940","0.003914713484444477","0.003858084107695614","0.003969973490307286","0.0000784269627566809","0.000077102999446606","0.00007981330358605955","","","","384.04055643081665","384.04055643081665","384.04055643081665","46.88042140007019","46.88042140007019","46.88042140007019","407.48076713085175","407.48076713085175","407.48076713085175"
"145","6968.309523809524","6942","6988","0.004066578161818774","0.0039965815209841325","0.004118282828362892","0.00008147712591892904","0.00008022761784382126","0.00008260393867352318","","","","385.30454778671265","385.30454778671265","385.30454778671265","46.47114872932434","46.47114872932434","46.47114872932434","408.5401221513748","408.5401221513748","408.5401221513748"
"146","7014.208333333333","6989","7036","0.004203810737547378","0.004139137070903167","0.004264690560879469","0.00008408912231840179","0.00008266353094626729","0.00008541373389724018","","","","383.34712648391724","383.34712648391724","383.34712648391724","45.50693988800049","45.50693988800049","45.50693988800049","406.1005964279175","406.1005964279175","406.1005964279175"
"147","7062.954545454545","7037","7084","0.004348551464898172","0.004273685327599496","0.004412008654520128","0.00008689809359649399","0.00008559367436976875","0.00008824017309040257","","","","382.80072593688965","382.80072593688965","382.80072593688965","45.14016139507294","45.14016139507294","45.14016139507294","405.3708066344261","405.3708066344261","405.3708066344261"
"148","7112.425531914893","7087","7132","0.004491024479019522","0.004421054507726736","0.004554036259077819","0.00008994345026537009","0.00008848140850707472","0.0000910807251815564","","","","383.52539348602295","383.52539348602295","383.52539348602295","45.64484268426895","45.64484268426895","45.64484268426895","406.3478148281574","406.3478148281574","406.3478148281574"
"149","7157.2830188679245","7133","7180","0.004624264856905896","0.004566152220103884","0.004696642323058574","0.00009257764205684734","0.00009114129719155045","0.0000939328464611715","","","","383.20791244506836","383.20791244506836","383.20791244506836","44.794243574142456","44.794243574142456","44.794243574142456","405.6050342321396","405.6050342321396","405.6050342321396"
"150","7204","7181","7229","0.004766496965963377","0.00470272157054693","0.00483360413789902","0.00009521567201995928","0.0000939936369076826","0.00009655019453986495","15.402208931007916","15.402208931007916","15.402208931007916","382.8853178024292","382.8853178024292","382.8853178024292","44.88109219074249","44.88109219074249","44.88109219074249","405.32586389780045","405.32586389780045","405.32586389780045"
"151","7256.744680851064","7231","7278","0.004919969610950119","0.004842746865240848","0.004980025506664807","0.0000982546760397998","0.00009685493730481696","0.00009966157223388841","","","","390.9468755722046","390.9468755722046","390.9468755722046","49.01741689443588","49.01741689443588","49.01741689443588","415.45558401942253","415.45558401942253","415.45558401942253"
"152","7303.833333333333","7279","7326","0.005059742573449156","0.004986131804667547","0.005126652333143879","0.00010111301079649385","0.00009972263609335096","0.00010253304666287758","","","","390.02886867523193","390.02886867523193","390.02886867523193","47.61295545101166","47.61295545101166","47.61295545101166","413.83534640073776","413.83534640073776","413.83534640073776"
"153","7349.951219512195","7327","7374","0.0051980133487304694","0.005135820206055653","0.005267235779253077","0.00010379285925250033","0.00010259416525393369","0.00010497799003773503","","","","390.4063687324524","390.4063687324524","390.4063687324524","46.95090454816818","46.95090454816818","46.95090454816818","413.8818210065365","413.8818210065365","413.8818210065365"
"154","7400.162790697675","7375","7422","0.005342652515080926","0.005273347666856121","0.005410814915653624","0.00010695092573294412","0.00010565030544281533","0.0001082162983130725","","","","389.4801788330078","389.4801788330078","389.4801788330078","46.25409197807312","46.25409197807312","46.25409197807312","412.6072248220444","412.6072248220444","412.6072248220444"
"155","7447.622222222222","7423","7470","0.005491923404456383","0.005429133268385336","0.005557253134759153","0.000109665164020972","0.00010833842776611157","0.00011108410535316914","","","","389.31287956237793","389.31287956237793","389.31287956237793","46.27780765295029","46.27780765295029","46.27780765295029","412.4517833888531","412.4517833888531","412.4517833888531"
"156","7494.978723404255","7471","7518","0.00562537070572896","0.005560300857023526","0.005697278429453068","0.00011261896501043114","0.00011120601714047053","0.00011394556858906137","","","","389.8837308883667","389.8837308883667","389.8837308883667","46.01345211267471","46.01345211267471","46.01345211267471","412.89045694470406","412.89045694470406","412.89045694470406"
"157","7542.340909090909","7519","7566","0.0057724799910579255","0.005724628550277057","0.005839906279266248","0.00011532965804509551","0.0001140671535388285","0.00011679812558532496","","","","389.8517699241638","389.8517699241638","389.8517699241638","45.647280395030975","45.647280395030975","45.647280395030975","412.6754101216793","412.6754101216793","412.6754101216793"
"158","7591.877551020408","7567","7614","0.005909472658147136","0.005845963740922181","0.005984976378912576","0.00011852805126494777","0.00011691927481844363","0.00011963922188205788","","","","389.5742497444153","389.5742497444153","389.5742497444153","44.71552801132202","44.71552801132202","44.71552801132202","411.9320137500763","411.9320137500763","411.9320137500763"
"159","7641.395833333333","7616","7662","0.006066233783849406","0.006003061361903909","0.006123315664119743","0.00012121435486178631","0.00011982011985164909","0.00012246631328239487","","","","388.3838195800781","388.3838195800781","388.3838195800781","44.08648830652237","44.08648830652237","44.08648830652237","410.4270637333393","410.4270637333393","410.4270637333393"
"160","7688.615384615385","7663","7711","0.006198364241601703","0.006129313305137991","0.006266823452686636","0.000124063207819938","0.0001226462312223303","0.00012533646905373274","12.704871263746531","12.704871263746531","12.704871263746531","395.8338384628296","395.8338384628296","395.8338384628296","54.112163960933685","54.112163960933685","54.112163960933685","422.88992044329643","422.88992044329643","422.88992044329643"
"161","7735.772727272727","7713","7760","0.006327964152754819","0.006269803066323841","0.006403418479015866","0.00012675354112225634","0.00012551521982485876","0.0001280683695803173","","","","401.56314754486084","401.56314754486084","401.56314754486084","49.262253761291504","49.262253761291504","49.262253761291504","426.1942744255066","426.1942744255066","426.1942744255066"
"162","7785.471698113208","7761","7808","0.006478161216518404","0.006409334820697022","0.0065448500276696995","0.0001295357128810257","0.00012818669641394043","0.0001308383178460877","","","","398.5957202911377","398.5957202911377","398.5957202911377","47.33104991912842","47.33104991912842","47.33104991912842","422.2612452507019","422.2612452507019","422.2612452507019"
"163","7832.936170212766","7809","7856","0.006612496610372239","0.0065477836178105975","0.006679211622210865","0.0001322804467285587","0.00013095567235621195","0.00013364237700090324","","","","398.58289337158203","398.58289337158203","398.58289337158203","45.98351126909256","45.98351126909256","45.98351126909256","421.5746490061283","421.5746490061283","421.5746490061283"
"164","7882.073170731707","7857","7904","0.006753937920399908","0.006685025477003995","0.006815182720644445","0.00013502697365735917","0.00013375863003817939","0.00013618850647149276","","","","397.3979377746582","397.3979377746582","397.3979377746582","45.51236575841904","45.51236575841904","45.51236575841904","420.1541206538677","420.1541206538677","420.1541206538677"
