"epoch","hdb_early - _step","hdb_early - _step__MIN","hdb_early - _step__MAX","hdb_early - backbone_lr","hdb_early - backbone_lr__MIN","hdb_early - backbone_lr__MAX","hdb_early - transformer_lr","hdb_early - transformer_lr__MIN","hdb_early - transformer_lr__MAX","hdb_early - mIoU","hdb_early - mIoU__MIN","hdb_early - mIoU__MAX","hdb_early - loss_growsp","hdb_early - loss_growsp__MIN","hdb_early - loss_growsp__MAX","hdb_early - loss_tarl","hdb_early - loss_tarl__MIN","hdb_early - loss_tarl__MAX","hdb_early - train_loss","hdb_early - train_loss__MIN","hdb_early - train_loss__MAX"
"165","7930.16","7905","7952","0.00689053101260623","0.006826689647591453","0.00694970742571948","0.00013774779035688128","0.00013641874996854985","0.00013905106109332238","","","","397.2929582595825","397.2929582595825","397.2929582595825","45.3191003203392","45.3191003203392","45.3191003203392","419.9525084197521","419.9525084197521","419.9525084197521"
"166","7977","7953","8000","0.007018538448095233","0.006963928453780759","0.00708547626354479","0.00014039784748392988","0.00013910795946197598","0.0001417095252708958","","","","397.3730182647705","397.3730182647705","397.3730182647705","44.786949932575226","44.786949932575226","44.786949932575226","419.7664932310581","419.7664932310581","419.7664932310581"
"167","8022.843137254902","8001","8048","0.007146647718050238","0.007088286491893261","0.007216711031660428","0.000142874777572985","0.00014176572983786524","0.0001443342206332086","","","","397.1940908432007","397.1940908432007","397.1940908432007","44.57857435941696","44.57857435941696","44.57857435941696","419.48337802290916","419.48337802290916","419.48337802290916"
"168","8072.877551020408","8051","8096","0.007286732252225619","0.007225027639468717","0.007343405636588004","0.00014550444453466165","0.00014450055278937435","0.0001465396443101267","","","","396.6171579360962","396.6171579360962","396.6171579360962","43.44164562225342","43.44164562225342","43.44164562225342","418.3379807472229","418.3379807472229","418.3379807472229"
"169","8122.02","8098","8144","0.007411189640916298","0.00735160563098343","0.007473646780797974","0.00014830128271417124","0.00014703211261966862","0.00014947293561595949","","","","396.7806806564331","396.7806806564331","396.7806806564331","42.993819534778595","42.993819534778595","42.993819534778595","418.2775904238224","418.2775904238224","418.2775904238224"
"170","8169.285714285715","8145","8193","0.007534916274793399","0.007476337975063451","0.0075911719045293966","0.00015069631298494785","0.00014952675950126904","0.00015182343809058794","13.025805748174884","13.025805748174884","13.025805748174884","397.33152961730957","397.33152961730957","397.33152961730957","42.94320422410965","42.94320422410965","42.94320422410965","418.8031317293644","418.8031317293644","418.8031317293644"
"171","8218.863636363636","8196","8242","0.007664263421461052","0.007609698416663553","0.007722440166027687","0.00015311463730634847","0.00015208819992110098","0.00015413640705376383","","","","397.3301019668579","397.3301019668579","397.3301019668579","48.69710737466812","48.69710737466812","48.69710737466812","421.67865565419197","421.67865565419197","421.67865565419197"
"172","8265.785714285714","8243","8290","0.007785355454810937","0.007727638600614938","0.007843503814912355","0.00015545000296177973","0.0001545007979033551","0.00015676799267610647","","","","396.1784782409668","396.1784782409668","396.1784782409668","50.98553508520126","50.98553508520126","50.98553508520126","421.67124578356743","421.67124578356743","421.67124578356743"
"173","8315.479166666666","8291","8338","0.007901991942142287","0.007846054298402919","0.007962200210660702","0.0001581365381694919","0.00015697207418278726","0.00015924400421321404","","","","396.4970121383667","396.4970121383667","396.4970121383667","47.18749535083771","47.18749535083771","47.18749535083771","420.09075981378555","420.09075981378555","420.09075981378555"
"174","8362.382978723404","8339","8386","0.008019090766178641","0.007964699164548165","0.00807597670741803","0.00016036683289456758","0.00015929398329096332","0.00016156846121707463","","","","399.71664905548096","399.71664905548096","399.71664905548096","51.57343018054962","51.57343018054962","51.57343018054962","425.50336414575577","425.50336414575577","425.50336414575577"
"175","8412.083333333334","8387","8434","0.008143820840090294","0.008085755115434487","0.008192068288128261","0.0001626340396792951","0.0001616173649465835","0.00016379355691382457","","","","396.61987590789795","396.61987590789795","396.61987590789795","47.077660262584686","47.077660262584686","47.077660262584686","420.1587060391903","420.1587060391903","420.1587060391903"
"176","8461.232558139534","8435","8482","0.008256793011120787","0.008194457517531383","0.008303034123378005","0.00016494057542021514","0.00016393691065863926","0.0001660606824675601","","","","395.9350109100342","395.9350109100342","395.9350109100342","45.811400175094604","45.811400175094604","45.811400175094604","418.8407109975815","418.8407109975815","418.8407109975815"
"177","8508.291666666666","8483","8530","0.008361373934415706","0.008305365256157968","0.008411221196887654","0.00016718615704777376","0.0001661073051231594","0.00016817897892748278","","","","396.23005390167236","396.23005390167236","396.23005390167236","45.07805526256561","45.07805526256561","45.07805526256561","418.76908153295517","418.76908153295517","418.76908153295517"
"178","8554.65909090909","8531","8578","0.00846746688634079","0.008413492145519052","0.008514322551888933","0.00016915191642640854","0.00016826984291038103","0.0001701979674176695","","","","395.15393257141113","395.15393257141113","395.15393257141113","44.112021923065186","44.112021923065186","44.112021923065186","417.2099435329437","417.2099435329437","417.2099435329437"
"179","8605.686274509804","8579","8626","0.008571632848862925","0.008518741358170488","0.008614580880813523","0.0001715551781555542","0.00017050718948625283","0.00017237748216928717","","","","395.7065963745117","395.7065963745117","395.7065963745117","43.9727481007576","43.9727481007576","43.9727481007576","417.6929704248905","417.6929704248905","417.6929704248905"
"180","8652.076923076924","8627","8675","0.008673416737773122","0.008623161791843593","0.008718153993704934","0.00017334427590640653","0.00017242037287245422","0.00017436307987409868","15.08059845092781","15.08059845092781","15.08059845092781","395.6167182922363","395.6167182922363","395.6167182922363","43.5778848528862","43.5778848528862","43.5778848528862","417.4056607186794","417.4056607186794","417.4056607186794"
"181","8702.813953488372","8677","8724","0.008768866774863932","0.008720232412741858","0.008810258099628366","0.0001754322735799431","0.0001744876993698509","0.0001762856675614577","","","","390.9546947479248","390.9546947479248","390.9546947479248","48.0992066860199","48.0992066860199","48.0992066860199","415.00429809093475","415.00429809093475","415.00429809093475"
"182","8749","8725","8772","0.008859913334290703","0.008816293819767696","0.008903290341794037","0.00017723525938829817","0.00017644632689926642","0.00017814352355738486","","","","389.33468198776245","389.33468198776245","389.33468198776245","45.87589806318283","45.87589806318283","45.87589806318283","412.27263101935387","412.27263101935387","412.27263101935387"
"183","8797.810344827587","8773","8820","0.008954852454933302","0.008909116841874846","0.00899674920775097","0.00017907186221514563","0.00017818233683749692","0.00017986012587609246","","","","389.87108421325684","389.87108421325684","389.87108421325684","45.2220915555954","45.2220915555954","45.2220915555954","412.48212999105453","412.48212999105453","412.48212999105453"
"184","8843.631578947368","8821","8868","0.00903546974141311","0.008998618356206073","0.009081124721937105","0.00018080964125110916","0.0001799723671241215","0.000181658445104466","","","","389.62922954559326","389.62922954559326","389.62922954559326","44.98123288154602","44.98123288154602","44.98123288154602","412.1198459863663","412.1198459863663","412.1198459863663"
"185","8894.25","8870","8916","0.009131464343052008","0.00909188629408925","0.009165618152469888","0.00018247505658340355","0.00018173025196930204","0.00018327790766610864","","","","388.86498260498047","388.86498260498047","388.86498260498047","43.959079802036285","43.959079802036285","43.959079802036285","410.8445225059986","410.8445225059986","410.8445225059986"
"186","8943.146341463415","8918","8964","0.009208727904169404","0.009169058866919693","0.009244762845456458","0.0001841801686485585","0.00018351841961575295","0.00018486232766301152","","","","389.2666187286377","389.2666187286377","389.2666187286377","43.442470729351044","43.442470729351044","43.442470729351044","410.9878540933132","410.9878540933132","410.9878540933132"
"187","8991.755555555555","8966","9012","0.009285882159623279","0.009248050849960368","0.009312425363442022","0.0001857768488833074","0.0001849610169992074","0.00018640570920492133","","","","390.10040855407715","390.10040855407715","390.10040855407715","43.10308784246445","43.10308784246445","43.10308784246445","411.6519524753094","411.6519524753094","411.6519524753094"
"188","9035.236363636364","9013","9060","0.009350588389804123","0.009321852470857418","0.009383155924140213","0.00018714546322561124","0.00018643704941714834","0.00018784236732933166","","","","388.82670736312866","388.82670736312866","388.82670736312866","43.05373173952103","43.05373173952103","43.05373173952103","410.3535732328892","410.3535732328892","410.3535732328892"
"189","9086.354166666666","9061","9108","0.009425647129631377","0.009393606161941754","0.00946019723787358","0.00018865635602571864","0.000188049944208568","0.000189175765253971","","","","389.4260220527649","389.4260220527649","389.4260220527649","43.06884849071503","43.06884849071503","43.06884849071503","410.9604462981224","410.9604462981224","410.9604462981224"
"190","9132.518518518518","9109","9157","0.009491134448978063","0.009461604485894275","0.009523133916368378","0.0001898354465037565","0.0001892320897178855","0.0001904892221990875","13.618436823461286","13.618436823461286","13.618436823461286","389.2154450416565","389.2154450416565","389.2154450416565","41.67833536863327","41.67833536863327","41.67833536863327","410.05461272597313","410.05461272597313","410.05461272597313"
"191","9186.022222222222","9160","9206","0.009562297586485368","0.009527110236965106","0.00958485243452164","0.00019109833165329617","0.00019062141538056743","0.00019167216422048518","","","","392.2629585266113","392.2629585266113","392.2629585266113","44.91543769836426","44.91543769836426","44.91543769836426","414.72067737579346","414.72067737579346","414.72067737579346"
"192","9230.46511627907","9207","9254","0.00961221209217291","0.009586094880327415","0.009641317131247717","0.0001922553402442178","0.00019172189760654828","0.0001928031398407792","","","","391.36078691482544","391.36078691482544","391.36078691482544","43.87571316957474","43.87571316957474","43.87571316957474","413.2986434996128","413.2986434996128","413.2986434996128"
"193","9280.348837209302","9257","9302","0.009666259116029039","0.009644786743496298","0.009693804636093444","0.00019344084135193885","0.00019294181618320608","0.00019387609272186886","","","","391.1416997909546","391.1416997909546","391.1416997909546","42.86180490255356","42.86180490255356","42.86180490255356","412.57260224223137","412.57260224223137","412.57260224223137"
"194","9328.282608695652","9303","9350","0.009718921072128454","0.009694877830248272","0.009742267946588171","0.0001944086967375962","0.00019389755660496544","0.0001948255803287402","","","","391.01413345336914","391.01413345336914","391.01413345336914","42.08217149972916","42.08217149972916","42.08217149972916","412.0552192032337","412.0552192032337","412.0552192032337"
"195","9376.173076923076","9351","9398","0.009765886985568795","0.009743255035228875","0.009784857887377641","0.00019532500251556067","0.0001949044737275784","0.0001956971577475528","","","","390.7374382019043","390.7374382019043","390.7374382019043","41.3124195933342","41.3124195933342","41.3124195933342","411.3936479985714","411.3936479985714","411.3936479985714"
"196","9425","9401","9446","0.009810123851184285","0.009789358381505018","0.009826952031801343","0.00019615509489965969","0.00019578716763010037","0.00019652275704511518","","","","390.85262870788574","390.85262870788574","390.85262870788574","40.83462727069855","40.83462727069855","40.83462727069855","411.269942343235","411.269942343235","411.269942343235"
"197","9474.340425531915","9448","9494","0.009847862982107785","0.009829383314064844","0.009863096972066589","0.00019696503536761992","0.0001965714952606965","0.0001972619394413318","","","","390.37550830841064","390.37550830841064","390.37550830841064","40.67097342014313","40.67097342014313","40.67097342014313","410.7109950184822","410.7109950184822","410.7109950184822"
"198","9519.29411764706","9497","9542","0.009878395624149964","0.00986526264179988","0.009894429603776721","0.00019762087746808424","0.00019734822578333812","0.00019790132233968156","","","","390.58410930633545","390.58410930633545","390.58410930633545","39.69227588176727","39.69227588176727","39.69227588176727","410.4302472472191","410.4302472472191","410.4302472472191"
"199","9567.295454545454","9543","9590","0.009910380419390834","0.00989570072673407","0.009922830838239314","0.0001981519979139318","0.00019792666865538845","0.0001984456810623252","","","","389.85856533050537","389.85856533050537","389.85856533050537","40.03637903928757","40.03637903928757","40.03637903928757","409.87675485014915","409.87675485014915","409.87675485014915"
"200","9616.5","9591","9639","0.009934586443969272","0.009923375708648732","0.009946366272571994","0.0001987251468559924","0.00019846751417297462","0.0001989273254514399","14.995897378095265","14.995897378095265","14.995897378095265","389.8753967285156","389.8753967285156","389.8753967285156","39.57750743627548","39.57750743627548","39.57750743627548","409.66415044665337","409.66415044665337","409.66415044665337"
"201","9665.825","9642","9688","0.009958011943242506","0.009949508354911818","0.009965285403232148","0.00019910237406554795","0.00019894547268818052","0.000199305708064643","","","","393.5101013183594","393.5101013183594","393.5101013183594","44.61087119579315","44.61087119579315","44.61087119579315","415.81553691625595","415.81553691625595","415.81553691625595"
"202","9713.857142857143","9689","9736","0.00997407170993921","0.009966015352776079","0.009980393796373159","0.0001994703399576243","0.000199327548585796","0.00019961337565795772","","","","391.4739646911621","391.4739646911621","391.4739646911621","43.850940108299255","43.850940108299255","43.850940108299255","413.39943474531174","413.39943474531174","413.39943474531174"
"203","9764.225","9737","9784","0.00998764445217544","0.009980941831260517","0.009991405141051882","0.0001997322111749541","0.00019961883662521034","0.00019982442710122486","","","","391.54302883148193","391.54302883148193","391.54302883148193","42.88653123378754","42.88653123378754","42.88653123378754","412.9862944483757","412.9862944483757","412.9862944483757"
"204","9811.039215686274","9785","9832","0.009995177416530998","0.009991586984527729","0.009997850804112663","0.00019990867039226985","0.0001998458986364108","0.00019995516766472304","","","","391.9797239303589","391.9797239303589","391.9797239303589","42.2273924946785","42.2273924946785","42.2273924946785","413.09342017769814","413.09342017769814","413.09342017769814"
"205","9858.76","9834","9880","0.009999343332181753","0.009998029810445088","0.01","0.0001999883509665665","0.00019996402071952252","0.0002","","","","391.32992458343506","391.32992458343506","391.32992458343506","41.59144580364227","41.59144580364227","41.59144580364227","412.1256474852562","412.1256474852562","412.1256474852562"
"206","9907.51923076923","9881","9928","0.009999829741219098","0.009999588945035822","0.009999999813915531","0.000199996677407243","0.00019999177890071647","0.00019999999627831063","","","","390.8237819671631","390.8237819671631","390.8237819671631","40.7474445104599","40.7474445104599","40.7474445104599","411.19750422239304","411.19750422239304","411.19750422239304"
"207","9954.018867924528","9930","9976","0.009999034846319041","0.009998390641752189","0.009999516002099522","0.0001999797245764255","0.00019996711695460069","0.00019999106435678054","","","","390.8141813278198","390.8141813278198","390.8141813278198","40.12352776527405","40.12352776527405","40.12352776527405","410.87594521045685","410.87594521045685","410.87594521045685"
"208","10003","9977","10024","0.009997271098608615","0.009996300910831755","0.009998176296973646","0.00019994707469008212","0.0001999260182166351","0.00019996641363322643","","","","390.6040029525757","390.6040029525757","390.6040029525757","39.51061540842056","39.51061540842056","39.51061540842056","410.35931065678596","410.35931065678596","410.35931065678596"
"209","10047.72340425532","10025","10072","0.00999495109963434","0.009993563603026489","0.00999624826200631","0.00019990158566916328","0.00019986988446930317","0.00019992283697380645","","","","390.8936376571655","390.8936376571655","390.8936376571655","39.75761091709137","39.75761091709137","39.75761091709137","410.7724431157112","410.7724431157112","410.7724431157112"
"210","10099.5","10073","10121","0.009991522338787712","0.009989727004843827","0.009993354349293623","0.00019982921154581643","0.00019979454009687656","0.0001998656770938766","15.468361499082071","15.468361499082071","15.468361499082071","390.4238405227661","390.4238405227661","390.4238405227661","39.62547081708908","39.62547081708908","39.62547081708908","410.23657593131065","410.23657593131065","410.23657593131065"
"211","10149.760869565218","10123","10170","0.009987186585669282","0.00998520911665318","0.009989551462454487","0.00019974670789371115","0.00019970627558500424","0.00019979278838696074","","","","387.57393646240234","387.57393646240234","387.57393646240234","44.147828459739685","44.147828459739685","44.147828459739685","409.6478506922722","409.6478506922722","409.6478506922722"
"212","10195.630434782608","10171","10218","0.009982317523478045","0.009979871550490316","0.009984786755663428","0.0001996538615394317","0.00019959987288767936","0.00019970208165976308","","","","386.8637228012085","386.8637228012085","386.8637228012085","43.02835667133331","43.02835667133331","43.02835667133331","408.37790113687515","408.37790113687515","408.37790113687515"
"213","10242.923076923076","10219","10266","0.009976890569027315","0.009974132588638919","0.009979749085925966","0.0001995368189036458","0.0001994770937817449","0.0001995925250140007","","","","386.48962926864624","386.48962926864624","386.48962926864624","41.32623463869095","41.32623463869095","41.32623463869095","407.1527465879917","407.1527465879917","407.1527465879917"
"214","10292.1875","10267","10314","0.00996995290059629","0.009966741029344205","0.009973575308644246","0.00019940552564910914","0.0001993410889287474","0.0001994715061728849","","","","386.3791208267212","386.3791208267212","386.3791208267212","41.02227419614792","41.02227419614792","41.02227419614792","406.89025792479515","406.89025792479515","406.89025792479515"
"215","10339.833333333334","10317","10362","0.009962597046649289","0.009958950233315954","0.009966268131033748","0.0001992603680691061","0.00019919290084100184","0.00019931583811600415","","","","387.134033203125","387.134033203125","387.134033203125","40.6758052110672","40.6758052110672","40.6758052110672","407.4719358086586","407.4719358086586","407.4719358086586"
"216","10389.19512195122","10364","10410","0.009954453827018024","0.009950344076870498","0.00995860061421647","0.00019908359418874998","0.0001990107133318392","0.00019916850502058191","","","","386.6794891357422","386.6794891357422","386.6794891357422","40.166236221790314","40.166236221790314","40.166236221790314","406.76260724663734","406.76260724663734","406.76260724663734"
"217","10434.292682926829","10411","10458","0.00994581341661659","0.009941549547843105","0.00994976709692621","0.00019892020397069393","0.00019882265734219955","0.00019900304237352378","","","","385.6285409927368","385.6285409927368","385.6285409927368","39.52137154340744","39.52137154340744","39.52137154340744","405.38922676444054","405.38922676444054","405.38922676444054"
"218","10479.875","10459","10506","0.009936854318219487","0.00993159391468767","0.009940714715228002","0.00019872631736604505","0.00019861835273578472","0.00019881429430456004","","","","385.86562871932983","385.86562871932983","385.86562871932983","38.54441946744919","38.54441946744919","38.54441946744919","405.1378384530544","405.1378384530544","405.1378384530544"
"219","10532.418181818182","10507","10554","0.00992468376313219","0.009920134679882295","0.009930464949694694","0.00019849905389597775","0.0001983978331048982","0.0001986092989938939","","","","385.66356563568115","385.66356563568115","385.66356563568115","37.91875159740448","37.91875159740448","37.91875159740448","404.6229414343834","404.6229414343834","404.6229414343834"
"220","10581.096153846154","10555","10603","0.009913589901624666","0.009908056735398029","0.00991940450736981","0.00019826078403356506","0.00019815592307544373","0.00019837831789630374","13.503430582722212","13.503430582722212","13.503430582722212","385.2528624534607","385.2528624534607","385.2528624534607","37.23344588279724","37.23344588279724","37.23344588279724","403.8695853948593","403.8695853948593","403.8695853948593"
"221","10629.044444444444","10606","10652","0.009901069442398757","0.0098954148231774","0.009906750174404882","0.0001980386038557117","0.00019790274187229536","0.0001981454778924487","","","","384.06597661972046","384.06597661972046","384.06597661972046","43.76826310157776","43.76826310157776","43.76826310157776","405.95010817050934","405.95010817050934","405.95010817050934"
"222","10676.826923076924","10653","10700","0.009888577713042709","0.009881673165365253","0.00989458054141951","0.0001977680984426645","0.00019765113141393","0.00019789717999377145","","","","383.1901478767395","383.1901478767395","383.1901478767395","42.25067365169525","42.25067365169525","42.25067365169525","404.3154847025871","404.3154847025871","404.3154847025871"
"223","10726.588235294117","10702","10748","0.009873861602234645","0.009867406582798314","0.009881082411634273","0.00019748548899544652","0.0001973543693685487","0.00019762164823268548","","","","381.62116289138794","381.62116289138794","381.62116289138794","41.42384696006775","41.42384696006775","41.42384696006775","402.3330863714218","402.3330863714218","402.3330863714218"
"224","10775","10749","10796","0.009859477634991084","0.009853325272459712","0.0098658417206259","0.00019718347412253233","0.00019705337159611923","0.00019734188669739446","","","","382.1612038612366","382.1612038612366","382.1612038612366","41.127920150756836","41.127920150756836","41.127920150756836","402.725163936615","402.725163936615","402.725163936615"
"225","10820.755102040815","10797","10844","0.00984382922273764","0.009836474969297886","0.00985135086026497","0.00019690470833174265","0.00019673641611755383","0.00019704020884684796","","","","382.05586671829224","382.05586671829224","382.05586671829224","39.88732320070267","39.88732320070267","39.88732320070267","401.99952831864357","401.99952831864357","401.99952831864357"
"226","10870.816326530612","10847","10892","0.009826592361340213","0.009820177752375507","0.009833695318931673","0.00019657278409927908","0.0001964108024348985","0.00019670870599357906","","","","381.9985647201538","381.9985647201538","381.9985647201538","39.67293179035187","39.67293179035187","39.67293179035187","401.83503061532974","401.83503061532974","401.83503061532974"
"227","10915.978260869566","10893","10940","0.009811595611873548","0.009803121358394404","0.009819451937311563","0.00019623214511766958","0.00019607000406960187","0.0001963817698334213","","","","381.3684754371643","381.3684754371643","381.3684754371643","39.261259853839874","39.261259853839874","39.261259853839874","400.99910536408424","400.99910536408424","400.99910536408424"
"228","10964.018518518518","10941","10988","0.009793035274107312","0.009784120553329785","0.009801602403189454","0.00019588500110380235","0.0001956824110665957","0.00019603965356327033","","","","380.92898178100586","380.92898178100586","380.92898178100586","38.14954888820648","38.14954888820648","38.14954888820648","400.0037562251091","400.0037562251091","400.0037562251091"
"229","11012.954545454546","10989","11036","0.009775112032088761","0.00976509189649261","0.009783723867618601","0.00019548967274143528","0.00019530183792985218","0.00019566653651673584","","","","381.7038960456848","381.7038960456848","381.7038960456848","38.087479650974274","38.087479650974274","38.087479650974274","400.74763587117195","400.74763587117195","400.74763587117195"
"230","11063.555555555555","11037","11085","0.009755619927437764","0.009747424573293846","0.009764264764531818","0.0001950646470511047","0.00019490559507876807","0.00019529357015677425","11.169105291076487","11.169105291076487","11.169105291076487","380.5625901222229","380.5625901222229","380.5625901222229","38.082324266433716","38.082324266433716","38.082324266433716","399.60375225543976","399.60375225543976","399.60375225543976"
"231","11112.173076923076","11087","11134","0.009734245176366906","0.009725133619448509","0.009743988623560795","0.000194692716228158","0.00019450267238897017","0.00019489699460624503","","","","390.08305501937866","390.08305501937866","390.08305501937866","42.106843054294586","42.106843054294586","42.106843054294586","411.13647654652596","411.13647654652596","411.13647654652596"
"232","11159.717391304348","11135","11182","0.009713754982000047","0.009703318170225479","0.009723346564657762","0.0001942755074393885","0.00019407561797740077","0.00019448481590678468","","","","387.4165987968445","387.4165987968445","387.4165987968445","39.865777015686035","39.865777015686035","39.865777015686035","407.3494873046875","407.3494873046875","407.3494873046875"
"233","11207.698113207547","11183","11230","0.009692123168416996","0.009681175628501274","0.009702855091495221","0.00019383334986265295","0.00019364267140014392","0.0001940571018299044","","","","387.6835632324219","387.6835632324219","387.6835632324219","38.96969783306122","38.96969783306122","38.96969783306122","407.1684121489525","407.1684121489525","407.1684121489525"
"234","11256.55","11231","11278","0.009669214844991215","0.009658263398794643","0.009679255564524666","0.00019338156386273478","0.00019319497612215448","0.00019361392270148342","","","","387.48064947128296","387.48064947128296","387.48064947128296","38.072292387485504","38.072292387485504","38.072292387485504","406.5167956650257","406.5167956650257","406.5167956650257"
"235","11303.462962962964","11279","11326","0.009646375641114409","0.009634585248394962","0.009656278001633833","0.0001929189812231445","0.00019269170496789926","0.00019315535139020548","","","","387.6551465988159","387.6551465988159","387.6551465988159","37.800180077552795","37.800180077552795","37.800180077552795","406.5552366375923","406.5552366375923","406.5552366375923"
"236","11353.075471698114","11330","11374","0.009620246185909736","0.00961014507052631","0.009632534844494197","0.00019244100471680503","0.00019220290141052618","0.00019265069688988396","","","","386.6420063972473","386.6420063972473","386.6420063972473","37.26687580347061","37.26687580347061","37.26687580347061","405.2754442989826","405.2754442989826","405.2754442989826"
"237","11400.91304347826","11375","11422","0.009596571923643677","0.009584946883707332","0.009609088219915908","0.00019193113157507725","0.00019169893767414665","0.00019219233633553342","","","","386.74976110458374","386.74976110458374","386.74976110458374","36.68290740251541","36.68290740251541","36.68290740251541","405.09121480584145","405.09121480584145","405.09121480584145"
"238","11446.698113207547","11423","11470","0.009571801769087951","0.009558994831090517","0.009583857868420361","0.00019145101161634271","0.0001912358278823756","0.00019168805093362017","","","","387.157244682312","387.157244682312","387.157244682312","36.650747299194336","36.650747299194336","36.650747299194336","405.4826183319092","405.4826183319092","405.4826183319092"
"239","11496.91111111111","11471","11518","0.009545079808292995","0.009532869074871303","0.00955787383018575","0.00019088398890499246","0.0001906458635956191","0.00019116869000577682","","","","387.1657133102417","387.1657133102417","387.1657133102417","35.82823750376701","35.82823750376701","35.82823750376701","405.0798320621252","405.0798320621252","405.0798320621252"
"240","11542.511627906977","11519","11567","0.009519538061082352","0.009506620426116552","0.00953114037757632","0.00019038746759099243","0.00019014422247892916","0.00019063433894669996","11.214241663831768","11.214241663831768","11.214241663831768","386.0751066207886","386.0751066207886","386.0751066207886","35.225592851638794","35.225592851638794","35.225592851638794","403.68790304660797","403.68790304660797","403.68790304660797"
"241","11597.470588235294","11572","11616","0.009487668956353563","0.009477266180721089","0.009500100620329374","0.00018976382768350528","0.0001895331753007416","0.00019004952302642926","","","","390.01049995422363","390.01049995422363","390.01049995422363","41.67761582136154","41.67761582136154","41.67761582136154","410.8493078649044","410.8493078649044","410.8493078649044"
"242","11640.22","11617","11664","0.009462186890107837","0.00944898087297867","0.009476051016138557","0.00018926569854601125","0.00018895470298320598","0.0001894966903775789","","","","388.15588998794556","388.15588998794556","388.15588998794556","40.83912432193756","40.83912432193756","40.83912432193756","408.57545214891434","408.57545214891434","408.57545214891434"
"243","11688.297872340425","11665","11712","0.009434536683541944","0.009418080228201774","0.009447111790635511","0.00018864408120330766","0.0001883616045640355","0.00018894223581271023","","","","387.6951470375061","387.6951470375061","387.6951470375061","38.582781076431274","38.582781076431274","38.582781076431274","406.98653757572174","406.98653757572174","406.98653757572174"
"244","11738.022727272728","11714","11760","0.009402978775418252","0.009388352819253959","0.009416802168081462","0.00018803294699906088","0.00018776705638507918","0.00018833604336162922","","","","387.61716413497925","387.61716413497925","387.61716413497925","38.11365628242493","38.11365628242493","38.11365628242493","406.6739922761917","406.6739922761917","406.6739922761917"
"245","11786.051282051281","11761","11808","0.009372869412985917","0.009359939040362676","0.009387044610357173","0.00018741159884193054","0.0001871319218848573","0.0001877408922071435","","","","396.5070757865906","396.5070757865906","396.5070757865906","47.483645141124725","47.483645141124725","47.483645141124725","420.24889835715294","420.24889835715294","420.24889835715294"
"246","11836.26","11811","11856","0.00933908623676887","0.00932614551820101","0.009353915900049133","0.00018675156899552745","0.00018650922830787598","0.00018709172869679408","","","","391.778751373291","391.778751373291","391.778751373291","40.15303373336792","40.15303373336792","40.15303373336792","411.855268239975","411.855268239975","411.855268239975"
"247","11881.66","11858","11904","0.009308136747986041","0.009294344337425443","0.009322036072972833","0.00018615989376093235","0.0001858589259610969","0.00018646814350828603","","","","389.0020742416382","389.0020742416382","389.0020742416382","37.65210908651352","37.65210908651352","37.65210908651352","407.82812878489494","407.82812878489494","407.82812878489494"
"248","11928.836734693878","11905","11952","0.009274278014487535","0.009259725326426209","0.009288043097481612","0.00018553604619204979","0.0001851945065285242","0.00018583093961048192","","","","387.5530014038086","387.5530014038086","387.5530014038086","37.0084924697876","37.0084924697876","37.0084924697876","406.0572476387024","406.0572476387024","406.0572476387024"
"249","11977.392156862745","11955","12000","0.009242494132793435","0.009225074662758754","0.00925686559150728","0.00018482040554364373","0.00018451607925575722","0.00018513731183014562","","","","387.5863823890686","387.5863823890686","387.5863823890686","36.28929162025452","36.28929162025452","36.28929162025452","405.73102819919586","405.73102819919586","405.73102819919586"
"250","12025.08888888889","12001","12049","0.009206780010213246","0.009191187784580078","0.009224345048241565","0.00018419242876393645","0.00018383862988994616","0.00018448690096483131","11.483577367774787","11.483577367774787","11.483577367774787","387.7263503074646","387.7263503074646","387.7263503074646","35.9236376285553","35.9236376285553","35.9236376285553","405.68816912174225","405.68816912174225","405.68816912174225"
"251","12074.767441860466","12051","12098","0.009170917433154131","0.009155882483486382","0.009185973083221631","0.00018349762781464955","0.00018311764966972763","0.00018379398857807546","","","","384.66878175735474","384.66878175735474","384.66878175735474","42.07989412546158","42.07989412546158","42.07989412546158","405.7087288200855","405.7087288200855","405.7087288200855"
"252","12123.818181818182","12100","12146","0.009135324904770883","0.009119120768309629","0.009153605691490428","0.00018277418686135017","0.00018238241536619256","0.00018305692284826118","","","","382.07272720336914","382.07272720336914","382.07272720336914","40.130790531635284","40.130790531635284","40.130790531635284","402.1381224691868","402.1381224691868","402.1381224691868"
"253","12170.0625","12147","12194","0.009099376210491231","0.009083227844957908","0.009118347365520056","0.00018207617657399635","0.0001816802996977381","0.000182351473123731","","","","382.0115737915039","382.0115737915039","382.0115737915039","39.216889917850494","39.216889917850494","39.216889917850494","401.62001875042915","401.62001875042915","401.62001875042915"
"254","12216.7","12195","12242","0.009064099817454476","0.009046691814496185","0.009081652653369002","0.0001813555312373112","0.00018091780907181703","0.0001816172920365268","","","","382.2232241630554","382.2232241630554","382.2232241630554","38.5684090256691","38.5684090256691","38.5684090256691","401.50742867588997","401.50742867588997","401.50742867588997"
